"rowno","eighthdistrict","censusyear","county","industrycode","total_output_value"
"3322",1,1932,"Holmes","103",97467.0172366202
"3323",1,1932,"Winston","101",81617.549054414
"3324",0,1932,"Greene","317",-14024.6122705191
"3325",0,1932,"George","105",18611.0758550614
"3326",1,1932,"Monroe","136",58444.5395574272
"3327",1,1932,"Noxubee","103",127983.156663939
"3328",0,1932,"Hinds","1677",133178.1967621
"3329",0,1932,"Pike","622",390981.262366429
"3330",1,1932,"Quitman","119",-13436.0670153052
"3331",0,1932,"Forrest","136",153529.588871613
"3332",0,1932,"Harrison","104",20325.3789283335
"3333",0,1932,"Jones","105",158670.672991365
"3334",0,1932,"Pike","119",351942.595295072
"3335",0,1932,"Pike","101",106577.06222333
"3336",0,1932,"Pike","118",110141.247879863
"3337",0,1932,"Pike","101",38968.0512861013
"3338",0,1932,"Pike","116",134491.027528688
"3339",0,1932,"Hancock","317",-68278.7091154605
"3340",0,1932,"Jones","136",23974.9341256917
"3341",0,1932,"Warren","136",-16975.355852738
"3342",0,1932,"Lauderdale","101",124275.739270896
"3343",0,1932,"Lauderdale","119",34338.4353094548
"3344",0,1932,"Lauderdale","101",239688.617611542
"3345",0,1932,"Forrest","614",195285.860935137
"3346",0,1932,"Lauderdale","614",187045.467410699
"3347",0,1932,"Lauderdale","114",801079.6179104
"3348",1,1932,"Leflore","622",627008.998684123
"3349",0,1932,"Harrison","104",-6232.00502060354
"3350",0,1932,"Hinds","622",661293.071203008
"3351",0,1932,"Harrison","119",-185.73988366127
"3352",0,1932,"Harrison","119",-30914.163149029
"3353",1,1932,"Bolivar","119",104282.78061685
"3354",1,1932,"Leflore","119",135262.849449933
"3355",0,1932,"Walthall","119",38021.5006673187
"3356",0,1932,"Warren","520",134733.20574908
"3357",1,1932,"Winston","119",-29243.9192894101
"3358",0,1932,"Warren","1677",-48613.3682314456
"3359",0,1932,"Hinds","119",137800.547983497
"3360",0,1932,"Adams","101",24054.9330712557
"3361",0,1932,"Adams","136",162405.284307152
"3362",0,1932,"Adams","119",50890.5507577956
"3363",0,1932,"Adams","520",-41011.6713411659
"3364",0,1932,"Hinds","101",64443.4028252959
"3365",0,1932,"Warren","101",105820.356936216
"3366",1,1932,"Attala","101",-70510.0213605911
"3367",1,1932,"Bolivar","101",-61096.7923954129
"3368",0,1932,"Jones","101",-23711.9704154134
"3369",1,1932,"Lafayette","119",-20907.9402472824
"3370",0,1932,"Newton","119",-55673.971001789
"3371",0,1932,"Forrest","317",4369.45826363564
"3372",0,1932,"Newton","614",119857.284545392
"3373",0,1932,"Forrest","1677",47947.6261757314
"3374",1,1932,"Leflore","101",-55006.6643743813
"3375",0,1932,"Jones","1676",73926.8930590451
"3376",0,1932,"Jones","520",-6868.67795237899
"3377",0,1932,"Hinds","1677",36192.0527666807
"3378",0,1932,"Marion","118",40799.3361573368
"3379",0,1932,"Lauderdale","1677",63800.7821441293
"3380",0,1932,"Rankin","119",74137.9475388676
"3381",0,1932,"Neshoba","101",110571.180532023
"3382",0,1932,"Forrest","1677",82437.947111547
"3383",0,1932,"Pearl River","101",28252.4933391958
"3384",0,1932,"Pearl River","119",70090.9529607743
"3385",1,1932,"Coahoma","622",1510649.8742196
"3386",1,1932,"Sunflower","622",346585.131641492
"3387",0,1932,"Yazoo","622",308425.882161915
"3388",1,1932,"Attala","622",258323.343028769
"3389",1,1932,"Tunica","622",412069.437737122
"3390",1,1932,"Leflore","622",865833.041383326
"3391",0,1932,"Marion","119",74968.4978556335
"3392",0,1932,"Adams","119",8599.77947026491
"3393",1,1932,"Pontotoc","622",245695.965415031
"3394",1,1932,"Pontotoc","119",6510.59628359973
"3395",0,1932,"Claiborne","622",911765.403873324
"3396",0,1932,"Hinds","520",46014.4918052256
"3397",0,1932,"Hinds","136",61991.3970711082
"3398",1,1932,"Alcorn","1676",-34002.3519787937
"3399",0,1932,"Lauderdale","1604",-50136.7932071239
"3400",1,1932,"Lowndes","119",99218.3527123183
"3401",0,1932,"Lauderdale","1677",52126.4210544974
"3402",0,1932,"Perry","119",-44172.9941347241
"3403",1,1932,"Tippah","119",-68752.5779022425
"3404",0,1932,"Sharkey","119",-216.573368757963
"3405",1,1932,"Bolivar","119",-40711.6205826253
"3406",1,1932,"Bolivar","1676",91998.955924809
"3407",0,1932,"Lauderdale","114",766005.133339122
"3408",1,1932,"Sunflower","119",-20211.0528453439
"3409",0,1932,"Adams","112",144319.665510327
"3410",1,1932,"Panola","103",93374.0809176713
"3411",0,1932,"Jackson","136",33177.164056614
"3412",0,1932,"Madison","136",-92755.7256852388
"3413",1,1932,"Tate","119",43338.4795252234
"3414",1,1932,"Bolivar","622",190880.281670421
"3415",1,1932,"Leflore","1677",-75529.7666039467
"3416",0,1932,"Sharkey","1677",64488.1585907489
"3417",0,1932,"Jones","136",122902.521461502
"3418",0,1932,"Lauderdale","136",263613.445129916
"3419",0,1932,"Jones","520",47255.1006028205
"3420",0,1932,"Jackson","1676",7233.26677456498
"3421",0,1932,"Hinds","622",466155.64576368
"3422",1,1932,"Grenada","136",95797.4518057704
"3423",1,1932,"Grenada","1677",80214.7766241282
"3424",1,1932,"Oktibbeha","101",-11244.6155506074
"3425",0,1932,"Clarke","216",1174527.28584206
"3426",1,1932,"Sunflower","622",363818.103926361
"3427",1,1932,"Coahoma","1676",144912.869503751
"3428",0,1932,"Lauderdale","136",-58694.7898091376
"3429",0,1932,"Harrison","136",90325.6408996582
"3430",0,1932,"Hinds","136",-84506.3752708584
"3431",1,1932,"Leflore","1303",275256.203729659
"3432",1,1932,"Tallahatchie","119",-80962.4565494359
"3433",1,1932,"Tallahatchie","622",285932.608513609
"3434",1,1932,"Leflore","520",85777.3385493159
"3435",0,1932,"Hinds","114",521499.643943965
"3436",0,1932,"Jones","114",972043.452288926
"3437",0,1932,"Harrison","112",94318.0582724363
"3438",1,1932,"Alcorn","520",61393.0347112119
"3439",1,1932,"Bolivar","622",315931.49950771
"3440",0,1932,"Warren","622",223023.637411386
"3441",0,1932,"Harrison","136",55115.1672470868
"3442",0,1932,"Amite","105",-16163.146860525
"3443",1,1932,"Tunica","1677",89490.2766401917
"3444",1,1932,"Lee","216",681245.233967692
"3445",1,1932,"Lee","119",-13484.237810269
"3446",1,1932,"Lee","1676",57425.0946992636
"3447",0,1932,"Newton","622",-9879.14121577144
"3448",0,1932,"Warren","1676",164036.869426578
"3449",1,1932,"Monroe","118",-53283.6110448688
"3450",1,1932,"Grenada","520",45944.8666798919
"3451",1,1932,"Yalobusha","1676",109821.910340607
"3452",1,1932,"Clay","622",175949.46320717
"3453",1,1932,"Clay","119",-34800.9464722127
"3454",1,1932,"Clay","101",37619.4274514616
"3455",1,1932,"Clay","136",104525.363443792
"3456",1,1932,"Montgomery","614",-40786.7393092215
"3457",1,1932,"Montgomery","622",123822.656436712
"3458",0,1932,"Yazoo","119",78663.0010225177
"3459",0,1932,"Yazoo","101",2265.29405106604
"3460",1,1932,"Chickasaw","136",6939.99639712274
"3461",0,1932,"Hinds","614",438476.332982913
"3462",1,1932,"Prentiss","119",94330.1307237446
"3463",1,1932,"Holmes","1502",-7242.15986041725
"3464",0,1932,"Warren","520",-47081.5151124597
"3465",1,1932,"Lee","101",113825.377608567
"3466",1,1932,"Coahoma","118",36702.6915270835
"3467",1,1932,"Lee","118",10747.4575776011
"3468",0,1932,"Adams","101",41200.3260791302
"3469",0,1932,"Harrison","118",-5562.14046482742
"3470",0,1932,"Stone","105",502753.739232883
"3471",0,1932,"Harrison","104",2107.17502120137
"3472",1,1932,"Grenada","118",-34944.1533358395
"3473",1,1932,"Lowndes","119",81880.0451227874
"3474",0,1932,"Warren","119",76400.9384534061
"3475",1,1932,"Bolivar","1676",86077.2881656885
"3476",1,1932,"Alcorn","622",420169.687806264
"3477",0,1932,"Hinds","622",399939.316498935
"3478",1,1932,"Yalobusha","136",92031.9723166525
"3479",1,1932,"Noxubee","111",395746.151976019
"3480",0,1932,"Hinds","1676",-29878.2667532861
"3481",0,1932,"Hancock","136",68937.4604653567
"3482",0,1932,"Greene","317",47682.5214125961
"3483",0,1932,"Hinds","1677",-50614.2001487315
"3484",1,1932,"Montgomery","1677",79817.8477957845
"3485",0,1932,"Greene","119",-89674.0613207221
"3486",1,1932,"Choctaw","101",80297.3057698458
"3487",0,1932,"Madison","118",63426.8108662218
"3488",0,1932,"Neshoba","1677",83055.7100767493
"3489",1,1932,"Grenada","119",95339.4295748323
"3490",1,1932,"Lee","103",28653.8457837999
"3491",0,1932,"Wilkinson","101",43438.9826022238
"3492",1,1932,"Yalobusha","107",113439.332959771
"3493",1,1932,"Yalobusha","118",-3803.77217055857
"3494",0,1932,"Pike","1676",95836.9591681957
"3495",1,1932,"Leflore","1676",105487.908559993
"3496",1,1932,"Washington","1502",-85683.1671017706
"3497",0,1932,"Harrison","1677",-20561.5206720084
"3498",0,1932,"Yazoo","136",93055.6567877531
"3499",0,1932,"Lauderdale","1676",100839.16914691
"3500",1,1932,"Lee","622",326318.893796682
"3501",0,1932,"Adams","118",-57902.149207145
"3502",0,1932,"Warren","128",30185.779581964
"3503",1,1932,"Oktibbeha","111",947451.740328252
"3504",0,1932,"Lauderdale","1676",129572.610295787
"3505",0,1932,"Lamar","119",-35235.58980079
"3506",1,1932,"Tunica","119",59158.0946767777
"3507",0,1932,"Simpson","317",-12023.6069068313
"3508",0,1932,"Newton","107",186806.528274044
"3509",0,1932,"Forrest","1676",48367.2484170198
"3510",0,1932,"Harrison","1677",64588.9569930732
"3511",1,1932,"Holmes","103",26201.0709167123
"3512",0,1932,"Hinds","203",16133.2572743297
"3513",1,1932,"Chickasaw","119",-84294.9273157865
"3514",1,1932,"Lowndes","622",222883.868745089
"3515",0,1932,"Lauderdale","118",102440.960783467
"3516",1,1932,"Chickasaw","1677",-92570.9244555384
"3517",0,1932,"Adams","110",-51893.6699684709
"3518",1,1932,"Lee","111",623987.269573852
"3519",0,1932,"Wayne","317",80174.8787533492
"3520",0,1932,"Jones","1502",150735.602287859
"3521",0,1932,"Scott","119",104320.764712885
"3522",0,1932,"Forrest","119",111549.583077431
"3523",0,1932,"Hinds","622",1657536.59523804
"3524",0,1932,"Forrest","520",29577.0805509239
"3525",1,1932,"Coahoma","101",-37818.93695122
"3526",0,1932,"Lincoln","118",106742.513996363
"3527",0,1932,"Forrest","622",287490.449579164
"3528",0,1932,"Wayne","317",66632.9102490097
"3529",1,1932,"Montgomery","103",100018.489965484
"3530",1,1932,"Oktibbeha","1677",-45798.5390603542
"3531",0,1932,"Forrest","118",46435.674722299
"3532",0,1932,"Hinds","110",111081.650992855
"3533",1,1932,"Chickasaw","107",29070.3452481329
"3534",0,1932,"Hinds","1677",60936.6086546928
"3535",0,1932,"Wayne","119",78774.3634031564
"3536",0,1932,"Hinds","1640",-85008.3911135644
"3537",1,1932,"Clay","1677",77507.2644923031
"3538",1,1932,"Washington","622",535923.751174092
"3539",0,1932,"Warren","136",88942.9350870997
"3540",1,1932,"Bolivar","136",61959.8376944661
"3541",1,1932,"Oktibbeha","103",275127.056001544
"3542",0,1932,"Lincoln","1677",-65189.7563301027
"3543",0,1932,"Jones","119",-56347.9734430015
"3544",0,1932,"Lauderdale","234a",65051.6007747501
"3545",0,1932,"Lauderdale","101",2473.62526221573
"3546",1,1932,"Lowndes","107",-151.393389686942
"3547",1,1932,"Bolivar","119",-52784.4247526675
"3548",0,1932,"Jackson","104",7664.0624011457
"3549",1,1932,"Bolivar","1677",38257.8163759112
"3550",0,1932,"Hinds","110",-24213.5765890032
"3551",0,1932,"Yazoo","101",-59973.0408013016
"3552",1,1932,"Clay","118",86104.4759792835
"3553",0,1932,"Pearl River","317",46418.2885484248
"3554",0,1932,"Hinds","1502",156464.179410622
"3555",0,1932,"Warren","1502",679637.829509914
"3556",1,1932,"Washington","110",-47517.9433505982
"3557",1,1932,"Washington","1677",-73159.505596146
"3558",1,1932,"Lafayette","1677",-35721.88307859
"3559",1,1932,"Alcorn","107",175987.976884484
"3560",0,1932,"Forrest","1502",22472.1432443857
"3561",1,1932,"Lee","119",-41982.5958803296
"3562",1,1932,"Alcorn","105",102778.822324008
"3563",1,1932,"Coahoma","119",-53915.7229378819
"3564",0,1932,"Jackson","317",84341.6157323867
"3565",0,1932,"Hinds","119",15332.1155291051
"3566",0,1932,"Pike","116",77757.940831989
"3567",1,1932,"Lee","210B",180156.620788574
"3568",0,1932,"Hinds","136",81740.6529281288
"3569",0,1932,"Forrest","1677",-64461.8188865781
"3570",0,1932,"Adams","101",80628.3096238971
"3571",0,1932,"Harrison","118",-17796.9814806432
"3572",0,1932,"Forrest","101",56647.5740673542
"3573",0,1932,"Lauderdale","1676",45690.4095318168
"3574",1,1932,"Washington","118",-10333.5298337042
"3575",1,1932,"Alcorn","119",-1578.48781189322
"3576",0,1932,"Pike","110",72916.526922375
"3577",1,1932,"Panola","119",90303.7444393337
"3578",0,1932,"Hinds","1502",151001.744386375
"3579",0,1932,"Jones","1676",41970.153461501
"3580",0,1932,"Pearl River","317",22034.9189503491
"3581",0,1932,"Forrest","110",-80096.9501113594
"3582",0,1932,"Hinds","118",165359.557145625
"3583",0,1932,"Lauderdale","614",99301.8226926476
"3584",0,1932,"Hinds","1676",45396.572176367
"3585",1,1932,"Oktibbeha","136",34872.5948876441
"3586",0,1932,"Jefferson Davis","119",1000.7135733217
"3587",0,1932,"Harrison","614",76795.761083886
"3588",0,1932,"Hinds","1677",-642.145350575447
"3589",1,1932,"Washington","1676",-41063.4246042222
"3590",1,1932,"Yalobusha","1677",66679.4594575316
"3591",0,1932,"Yazoo","1677",-85568.4816243947
"3592",1,1932,"Alcorn","118",109265.858700991
"3593",1,1932,"Alcorn","101",-75203.6964274198
"3594",1,1932,"Montgomery","107",110101.639366671
"3595",0,1932,"Lauderdale","234a",159241.002775192
"3596",1,1932,"Winston","107",-20824.2421910763
"3597",1,1932,"Union","1502",85199.8451378793
"3598",1,1932,"Alcorn","1676",-42292.3251461536
"3599",0,1932,"Harrison","101",1907.27721738815
"3600",0,1932,"Lauderdale","136",-6553.22120833397
"3601",0,1932,"Hinds","1677",69263.4494768232
"3602",0,1932,"Hinds","1677",-80624.7929205745
"3603",0,1932,"Newton","119",33192.5257388502
"3604",1,1932,"Washington","1676",9452.37853896618
"3605",0,1932,"Harrison","104",88287.4283717424
"3606",1,1932,"Oktibbeha","119",-74140.1489595324
"3607",1,1932,"Coahoma","101",-88293.1293320656
"3608",1,1932,"Washington","1677",-36922.156618908
"3609",0,1932,"Harrison","104",75905.1458328962
"3610",1,1932,"Washington","136",-45608.2651583105
"3611",0,1932,"Hinds","1624",96022.7065168023
"3612",0,1932,"Forrest","101",70359.2428192496
"3613",0,1932,"Harrison","1677",-36359.1808741391
"3614",1,1932,"Chickasaw","119",-5222.43727557361
"3615",0,1932,"Jones","101",16527.2189660817
"3616",1,1932,"","1677",80753.4509673715
"3617",0,1932,"Pike","1677",-56038.2175433189
"3618",0,1932,"Madison","1502",116814.412588626
"3619",1,1932,"Chickasaw","116",5375.1055341959
"3620",0,1932,"Hinds","118",97323.1605197638
"3621",0,1932,"Wilkinson","119",-21885.0989434868
"3622",1,1932,"Clay","103",361088.802965909
"3623",1,1932,"Clay","126",136394.198417872
"3624",0,1932,"Jones","1677",61137.9765354842
"3625",1,1932,"Montgomery","119",47131.2977542728
"3626",0,1932,"Lauderdale","1502",965079.826904252
"3627",0,1932,"Copiah","614",244893.037255019
"3628",0,1932,"Pearl River","136",79129.1192937642
"3629",1,1932,"Marshall","101",46227.4388558418
"3630",0,1932,"Forrest","119",-77615.3175377697
"3631",1,1932,"Lowndes","1676",-15924.0787470788
"3632",0,1932,"Wayne","317",-26890.1041335315
"3633",1,1932,"Washington","117",1658.96730311215
"3634",1,1932,"Washington","136",81203.5629318208
"3635",0,1932,"Hinds","136",129259.327953741
"3636",0,1932,"Pike","136",-86428.4528903514
"3637",0,1932,"Warren","136",9952.0515743643
"3638",0,1932,"Lincoln","1502",-39664.9509515762
"3639",0,1932,"Hinds","1677",-11737.3698852062
"3640",0,1932,"Hinds","520",7895.58102838695
"3641",0,1932,"Forrest","1676",-47503.3186455071
"3642",0,1932,"Hinds","614",499640.600486025
"3643",0,1932,"Simpson","119",96024.274187535
"3644",1,1932,"Yalobusha","119",43097.2707170248
"3645",1,1932,"Yalobusha","1502",-26699.44490619
"3646",0,1932,"Forrest","1502",-3322.60535915196
"3647",1,1932,"Lee","110",117917.429332584
"3648",0,1932,"Jones","110",-9766.0706141293
"3649",0,1932,"Forrest","633",101422.958310947
"3650",0,1932,"Forrest","101",51875.376912564
"3651",0,1932,"Hinds","101",-42931.5249869674
"3652",0,1932,"Warren","118",39186.1198209226
"3653",0,1932,"Claiborne","1604",20547.6565514207
"3654",1,1932,"Union","119",14627.0554095507
"3655",0,1932,"Lauderdale","234a",694477.900409952
"3656",1,1932,"Washington","118",19058.9434053898
"3657",0,1932,"Wayne","317",-16724.8213613331
"3658",0,1932,"Harrison","118",113926.664208248
"3659",1,1932,"Leflore","136",-2170.04559794068
"3660",0,1932,"Hinds","614",501199.301344529
"3661",0,1932,"Madison","1677",66942.4490567446
"3662",0,1932,"Forrest","1677",37650.0114148557
"3663",0,1932,"Adams","136",-89386.9367014021
"3664",1,1932,"Union","1677",11449.5643059462
"3665",1,1932,"Washington","136",127328.075414076
"3666",0,1932,"Yazoo","216",87556.9657162279
"3667",0,1932,"Harrison","1502",150330.493579492
"3668",0,1932,"Hinds","520",-70572.3114608079
"3669",0,1932,"Harrison","317",-43512.8781771809
"3670",0,1932,"Harrison","520",-71798.1854458451
"3671",1,1932,"Panola","119",74721.1904446781
"3672",1,1932,"Oktibbeha","1676",44504.3220036626
"3673",1,1932,"Washington","119",-178.966077491641
"3674",0,1932,"Pearl River","119",-83266.5396536291
"3675",0,1932,"Hinds","110",404.096532687545
"3676",1,1932,"Attala","111",368873.38479431
"3677",0,1932,"Warren","101",2983.01854655147
"3678",0,1932,"Newton","622",448354.207245857
"3679",0,1932,"Hinds","622",416223.849143833
"3680",1,1932,"Monroe","119",-26491.7496042699
"3681",0,1932,"Hinds","1677",92561.7205370218
"3682",1,1932,"Coahoma","101",15707.9223676771
"3683",1,1932,"Alcorn","1677",-32360.6992725283
"3684",1,1932,"Attala","1677",44668.047364682
"3685",0,1932,"Lauderdale","112",96690.5629247427
"3686",0,1932,"Hinds","119",-11197.1360426694
"3687",0,1932,"Pearl River","118",26488.0440519601
"3688",1,1932,"Lowndes","1502",149869.782829791
"3689",1,1932,"Leflore","622",1072637.80106288
"3690",0,1932,"Adams","1676",5699.52017958462
"3691",1,1932,"Washington","1677",-15073.6966312677
"3692",0,1932,"Lincoln","118",52001.4240907878
"3693",1,1932,"Bolivar","118",-28064.7442795336
"3694",0,1932,"Madison","119",43274.9667976052
"3695",0,1932,"Harrison","119",16328.5219192505
"3696",0,1932,"Adams","1676",130337.28264384
"3697",1,1932,"Calhoun","119",52676.533645913
"3698",1,1932,"Holmes","1502",8138.60617400706
"3699",0,1932,"Jackson","104",63620.4401937872
"3700",0,1932,"Warren","110",100608.392788097
"3701",0,1932,"Lauderdale","118",29206.1772999614
"3702",0,1932,"Neshoba","107",16141.7868514657
"3703",0,1932,"Lauderdale","520",43836.3254629076
"3704",1,1932,"Noxubee","119",-48860.2519687861
"3705",1,1932,"Holmes","103",28621.8212452084
"3706",0,1932,"Clarke","119",87762.8391302973
"3707",1,1932,"Holmes","101",81360.3247508407
"3708",0,1932,"Forrest","110",5645.17735466361
"3709",0,1932,"Yazoo","1676",-24845.4156882465
"3710",1,1932,"Holmes","136",89265.0326024741
"3711",1,1932,"Washington","136",110069.013693675
"3712",0,1932,"Lauderdale","520",32328.8146998733
"3713",0,1932,"Lauderdale","110",10547.4052660167
"3714",1,1932,"Washington","1677",76501.1362656951
"3715",0,1932,"Clarke","101",95189.4341241568
"3716",0,1932,"Harrison","1676",-60460.0609794259
"3717",0,1932,"Hinds","136",102432.396797165
"3718",0,1932,"Adams","110",198329.157656744
"3719",1,1932,"Lee","520",83635.1534171104
"3720",0,1932,"Adams","520",10896.6929611415
"3721",0,1932,"Lauderdale","1677",-16454.6415704191
"3722",0,1932,"Hinds","520",100350.93581304
"3723",1,1933,"Oktibbeha","118",-20582.3193939775
"3724",0,1933,"Warren","1014",29267.6756494939
"3725",1,1933,"Monroe","101",60580.3707944304
"3726",0,1933,"Lincoln","136",-74676.4890751839
"3727",0,1933,"Hinds","136",58456.3799491525
"3728",0,1933,"Forrest","1677",19374.0597512573
"3729",1,1933,"Monroe","136",16822.2847486883
"3730",1,1933,"Monroe","119",11405.7716868818
"3731",1,1933,"Monroe","1676",38715.9197502583
"3732",0,1933,"Harrison","104",247562.895325735
"3733",0,1933,"Hinds","103",105253.380561471
"3734",1,1933,"Attala","114",232093.301984414
"3735",0,1933,"Pearl River","317",-64468.3996468633
"3736",0,1933,"Hancock","119",-19101.8603561372
"3737",1,1933,"Humphreys","119",228.668408036232
"3738",1,1933,"Humphreys","101",-38169.65935193
"3739",1,1933,"Humphreys","1677",149692.578215331
"3740",0,1933,"Hinds","520",48373.5286026597
"3741",0,1933,"Warren","112",53102.9225719273
"3742",0,1933,"Harrison","101",31675.7396283448
"3743",0,1933,"Harrison","136",-46191.281290397
"3744",0,1933,"Harrison","104",208716.58751443
"3745",0,1933,"Harrison","114",-54660.9304428101
"3746",0,1933,"Harrison","1676",13542.4198156446
"3747",0,1933,"Lincoln","119",43479.0037648827
"3748",0,1933,"Lincoln","101",-4076.93342508376
"3749",0,1933,"Lincoln","622",456972.743647441
"3750",0,1933,"Lincoln","103",275107.808336467
"3751",0,1933,"Lincoln","1676",196056.953593716
"3752",1,1933,"Noxubee","119",-68493.2972852141
"3753",0,1933,"Warren","101",21965.1684982181
"3754",0,1933,"Harrison","104",123583.519792244
"3755",0,1933,"Madison","119",83175.220252037
"3756",0,1933,"Leake","101",-69422.8524906784
"3757",1,1933,"Coahoma","1677",-51008.5916947573
"3758",0,1933,"Claiborne","119",38437.4339873046
"3759",1,1933,"Lafayette","1677",65899.6414710879
"3760",1,1933,"Sunflower","1677",6521.06245367229
"3761",1,1933,"Sunflower","119",-5670.64227032661
"3762",1,1933,"Coahoma","119",158152.374992892
"3763",1,1933,"Coahoma","520",124373.495558605
"3764",0,1933,"Lauderdale","1677",127915.887977183
"3765",1,1933,"Coahoma","622",285527.415458143
"3766",0,1933,"Harrison","101",18126.4692928046
"3767",1,1933,"Alcorn","101",42160.1040476263
"3768",1,1933,"Lee","101",87932.084576115
"3769",1,1933,"Leflore","101",214848.079384089
"3770",1,1933,"Coahoma","101",67862.7276930809
"3771",1,1933,"Washington","101",158722.156017616
"3772",1,1933,"Panola","101",43391.4450109005
"3773",1,1933,"Bolivar","101",107082.814861417
"3774",1,1933,"Union","101",200572.312219411
"3775",1,1933,"Lowndes","101",-45389.0734829307
"3776",0,1933,"Marion","101",55237.8561478406
"3777",0,1933,"Marion","234a",39780.2249509096
"3778",1,1933,"Lowndes","118",166561.35781166
"3779",1,1933,"Lowndes","1014",171010.733835414
"3780",1,1933,"Leflore","136",-61323.5354152769
"3781",1,1933,"Panola","101",10169.1170592606
"3782",1,1933,"Coahoma","136",34296.5962484777
"3783",1,1933,"Montgomery","216",247593.43147622
"3784",1,1933,"Panola","622",343469.343544438
"3785",1,1933,"Coahoma","1676",85151.3167786449
"3786",1,1933,"Coahoma","119",-104635.136214137
"3787",1,1933,"Coahoma","119",7260.31385853887
"3788",1,1933,"Washington","119",-60547.8536675125
"3789",0,1933,"Copiah","119",24024.7026754171
"3790",0,1933,"Hinds","136",81192.1645607799
"3791",0,1933,"Yazoo","118",74780.2535321563
"3792",1,1933,"Washington","101",-72400.4685466439
"3793",0,1933,"Hinds","622",738219.801729888
"3794",0,1933,"Warren","119",129397.108050972
"3795",0,1933,"Lauderdale","520",253628.533030674
"3796",1,1933,"Washington","118",-56654.560225904
"3797",0,1933,"Harrison","104",223549.159096465
"3798",0,1933,"Lauderdale","119",194001.557114691
"3799",0,1933,"Harrison","520",2454.97712208331
"3800",0,1933,"Marion","105",167285.440088123
"3801",0,1933,"Wayne","105",91817.7018734217
"3802",1,1933,"Lowndes","101",101568.101756275
"3803",1,1933,"Holmes","119",-121713.809351772
"3804",0,1933,"Lauderdale","622",451325.55478701
"3805",1,1933,"Coahoma","622",77364.0386130214
"3806",0,1933,"Jones","119",-50191.8473982513
"3807",0,1933,"Kemper","119",106823.393634707
"3808",0,1933,"Harrison","136",169848.505304992
"3809",0,1933,"Harrison","136",73951.5511275828
"3810",0,1933,"Lauderdale","1624",-37770.4858336598
"3811",0,1933,"Hinds","1677",54237.3877915889
"3812",1,1933,"Webster","119",-81717.4861404151
"3813",0,1933,"Jefferson Davis","119",179890.708304748
"3814",0,1933,"Newton","118",25331.0112923384
"3815",1,1933,"Washington","1677",103277.471518725
"3816",0,1933,"Stone","317",-113807.744574577
"3817",0,1933,"Forrest","520",205318.26592277
"3818",1,1933,"Washington","119",15150.1901541948
"3819",1,1933,"Washington","622",431601.972669259
"3820",1,1933,"Grenada","101",-28860.5035574734
"3821",1,1933,"Grenada","622",330270.011343017
"3822",0,1933,"Lincoln","1677",57157.0234511644
"3823",0,1933,"Harrison","114",92660.1476510167
"3824",0,1933,"Harrison","104",279821.965010077
"3825",1,1933,"Winston","1502",128835.657236949
"3826",0,1933,"Harrison","1676",25339.0912479907
"3827",0,1933,"Harrison","520",-12376.5983558297
"3828",0,1933,"Jackson","317",-6122.0675060451
"3829",0,1933,"Harrison","317",-12601.241747126
"3830",0,1933,"Harrison","119",8806.37143604457
"3831",1,1933,"Lowndes","136",-70949.2759616077
"3832",1,1933,"Alcorn","136",-77240.2554378808
"3833",0,1933,"Lauderdale","136",81374.6485518664
"3834",1,1933,"Lee","136",132702.504286215
"3835",0,1933,"Copiah","1677",31647.7321849316
"3836",0,1933,"Forrest","101",235629.189231634
"3837",0,1933,"Forrest","118",-8136.92689523101
"3838",0,1933,"Forrest","114",9291.80567510426
"3839",0,1933,"Copiah","119",36865.3873041272
"3840",0,1933,"Copiah","622",407403.91986759
"3841",0,1933,"Hinds","520",260237.648617476
"3842",1,1933,"Washington","622",780354.983605638
"3843",1,1933,"Marshall","119",40692.7812582254
"3844",1,1933,"Sunflower","136",129183.574879497
"3845",0,1933,"Adams","136",103317.855144292
"3846",1,1933,"Union","119",99717.8752655685
"3847",0,1933,"Lincoln","119",132031.878814101
"3848",1,1933,"Lee","119",60885.2169173807
"3849",0,1933,"Forrest","136",79704.7626278549
"3850",1,1933,"Humphreys","622",218050.048138067
"3851",0,1933,"Neshoba","119",204979.520702615
"3852",0,1933,"Jackson","136",-30961.5115099251
"3853",0,1933,"Pike","1502",1717910.97690994
"3854",1,1933,"Noxubee","622",367077.294818133
"3855",1,1933,"Sunflower","119",5387.7217824012
"3856",1,1933,"Alcorn","614",43991.0634969622
"3857",1,1933,"Lee","614",57986.7728638798
"3858",1,1933,"Washington","622",239694.223432273
"3859",0,1933,"Lauderdale","520",-106484.54087542
"3860",0,1933,"Perry","317",27969.3334236443
"3861",0,1933,"Hinds","119",102625.002514437
"3862",0,1933,"Hinds","101",26198.2736490518
"3863",0,1933,"Hinds","101",512144.464500919
"3864",0,1933,"Hinds","119",47594.3975504488
"3865",0,1933,"Hinds","1014",13546.2447910309
"3866",0,1933,"Hinds","520",64536.1654966325
"3867",0,1933,"Hinds","1676",173076.022669613
"3868",0,1933,"Harrison","104",-20170.4073671252
"3869",0,1933,"Hinds","1677",35379.9628783017
"3870",1,1933,"Lee","1677",-16284.0621935874
"3871",1,1933,"Bolivar","1677",43327.4642966688
"3872",1,1933,"Monroe","103",268957.438394353
"3873",0,1933,"Warren","136",154767.975211471
